desc,variable,value
純素蔬菜餅,bcode,9555118659530
純棉內衣,bcode,
純棉毛巾,bcode,
純棉毛巾34cmX75cm,bcode,
純黑芝麻,bcode,4712067896552
純黑芝麻粉,bcode,4711601970475
純黑糖,bcode,4891690000621
純磨香油,bcode,
素肉鬆(原味),bcode,
素皂,bcode,4710942009844
素豆丁,bcode,
素豆片,bcode,
素豆條,bcode,
素炸醬乾拌麵,bcode,
素食烏醋300mL,bcode,4715351501026
素食烏醋600mL,bcode,4715351501101
素食調味料,bcode,4719854181037
素麻婆豆腐 (辣）,bcode,
素螺肉,bcode,
素躁醬,bcode,4710125010339
能量E生機餅乾,bcode,4715806190201
脂肪水分電子磅,bcode,
脆米片,bcode,
脆米樂（芥辣）,bcode,
脆米樂（芥辣）,bcode,8857102570861
脆米樂（南瓜果仁）,bcode,
脆米樂（南瓜果仁）,bcode,8857102570847
脆米樂（原味迷你）,bcode,8857102570823
脆米樂（海苔）,bcode,
脆米樂（海苔）,bcode,8857102570854
脆剝皮辣椒,bcode,4710783063166
茶樹精油,bcode,
起士糙米果,bcode,4711601000271
酒精消毒紙(100片),bcode,000194
"針織竹炭靜脈曲張護套(小腿)B1-701(1大,2加大)",bcode,9314839000919
針織竹炭靜脈曲張護套(小腿)B1-701(大碼),bcode,9314839000932
針織竹炭靜脈曲張護套(小腿)B1-701(加大碼),bcode,9314839000933
針織竹炭護肘 B1-301,bcode,4712764390582
"針織竹炭護肘 B1-301(1中,1大,2加大)",bcode,
針織竹炭護肘 B1-301(大碼),bcode,9314839000930
針織竹炭護肘 B1-301(中碼),bcode,9314839000929
針織竹炭護肘 B1-301(加大碼),bcode,9314839000931
針織竹炭護膝 B1-502,bcode,000039
"針織竹炭護膝 B1-502(1小,1中,2加大)",bcode,
針織竹炭護膝 B1-502(中碼),bcode,9314839000925
針織竹炭護膝 B1-502(加大碼),bcode,9314839000926
針織竹炭護膝 B1-502(細碼),bcode,9314839000924
針織竹炭護踝 B1-601,bcode,000040
"針織竹炭護踝 B1-601(1大, 2加大)",bcode,
針織竹炭護踝 B1-601(大碼),bcode,9314839000927
針織竹炭護踝 B1-601(加大碼),bcode,9314839000928
針織專業護腰 C1-402,bcode,000042
針織專業護膝 B1-501,bcode,000041
除味空氣竹醋液(120ml),bcode,4712764390209
除味空氣竹醋液(120ml)(N),bcode,4712764390209N
除味空氣竹醋液(121ml),bcode,
除味空氣竹醋液(試用裝),bcode,
除味炭包150g,bcode,6930502422281
馬家手工面線（山藥味）,bcode,4719869121257
馬家手工面線（原味）,bcode,4719869121240
馬家手工面線（蕃茄味）,bcode,4719869121974
馬家麵線（南瓜味）,bcode,4719869121264
高山有機金針,bcode,4713327133318
高鈣杏仁茶,bcode,4711601970666
高鈣杏仁茶（袋裝）,bcode,
高鈣杏仁茶（袋裝）,bcode,4711601960124
高溫煮食油,bcode,8024358701138
乾豆豉,bcode,4710977146217
健康牙刷(6支),bcode,
健康食品福袋P1,bcode,
健康食品禮籃H1,bcode,
健康食品禮籃HI,bcode,
健康時代-純濃豆漿粉（袋裝500g）,bcode,4716809010862
健康福袋2016039,bcode,
健康福袋201609,bcode,
健康禮物包,bcode,
健康禮物包,bcode,
健康禮物福袋,bcode,
健絡通活絡油（旅行版）,bcode,
健絡通活絡油旅行裝,bcode,4897064020077
健源單色28格藥盒,bcode,
參觀社企工作坊,bcode,
唯諾金裝鈣骨寶,bcode,
堅果醬,bcode,
堅果醬,bcode,4710425200140
崇德發天然黑麥汁,bcode,
康源唐辛子竹酢保健貼2片,bcode,724101001325
康源茶籽墨旱蓮首烏洗髮露750ml,bcode,4892153111780
康源透骨草田七活絡沐浴露1000ml,bcode,4892153900322
康源黑豆人參當歸養潤洗髮露750ml,bcode,4892153901060
康源檀香骨膠原沐浴露1000ml,bcode,4892153111797
"康樂 250A(11"" x 26"") 片芯                                   ",bcode,000198
康樂日用大碼(10片),bcode,4897002230070
康樂日用中碼(10片),bcode,4897002230063
康樂成人電子磅,bcode,GFL1011
康樂棉花棒,bcode,GFL1012
強生ONETOUCH血糖機套裝,bcode,4030841005397
強生血糖紙Ultra Strip 50's,bcode,353885811026
強生血糖紙Ultra Strip 50's (N),bcode,353885811026N
強生血糖機(不可獨立買機)(N),bcode,353885805018N
強生血糖機(贈品）,bcode,353885805018
強生血糖機1盒+強生血糖紙(50's)2盒,bcode,
強生採血針Ultrasoft Lancet 100's,bcode,353885798006
強生採血針Ultrasoft Lancet 100's(N),bcode,353885798006N
彩色 輕按式 7格藥盒,bcode,000119
彩色4x7日 28格藥盒,bcode,000118
彩色七日藥盒(每日一排四格),bcode,000086
彩屏手機,bcode,4891690000608
御品黃金海苔脆片,bcode,4715409960768
排毒竹醋貼(4片),bcode,000038
排毒竹醋貼(5片),bcode,
探熱槍 (澳洲)  Medi Sain,bcode,000049
梅子果凍,bcode,2716301200060
梅干菜,bcode,
梅津糖,bcode,
梅香醬蘿蔔,bcode,
梅粉,bcode,
梅棗酵素,bcode,
梅棗酵素,bcode,
梅精果凍,bcode,
梅精軟糖,bcode,4710531201031
梅醋,bcode,
涼麵醬,bcode,
淮山粉,bcode,4711601991456
淮山餅,bcode,4711569025248
淮山餅（試食2包裝）,bcode,
淮山麵,bcode,
淳味紅冰糖,bcode,
淳味黑糖糖塊,bcode,
添寧護你墊,bcode,7310791182636
清潔服務,bcode,
現金券,bcode,
現金券,bcode,
甜蜜鳳梨醋600ml/支,bcode,4710783055154
甜辣醬,bcode,
盒裝黑木耳,bcode,6927255479808
粒粒椰肉椰青水,bcode,8852072900076
粒粒蘆薈椰青水,bcode,8852072900090
細海鹽,bcode,4710425208009
荷寶節日優惠套裝,bcode,
荷寶萬用活洛油 15ml,bcode,4897008640330
荷寶萬用活洛油 50ml,bcode,000124
荷寶優惠套裝 (活洛油+薄荷膏),bcode,000125
荷寶薄荷膏15gm,bcode,4897008640347
荷蘭ROYAL GREEN天然無味椰子油250ml,bcode,8710267730016
荷蘭ROYAL GREEN天然無味椰子油500ml,bcode,87288827
荷蘭ROYAL GREEN天然無味椰子油500ml,bcode,0000087288827
荷蘭ROYAL GREEN椰子花蜜糖,bcode,8710267730504
蛋卷（香蕉）,bcode,8853445000799
蛋卷（原味）,bcode,8853445000768
蛋卷（粟米）,bcode,8853445000829
蛋卷（粟米）-獨立包裝,bcode,
袋裝式助聽器(西門子),bcode,4025515211006
袋裝芝麻粉,bcode,
袋鼠牌暖貼 (每包10個),bcode,000190
軟式頸托 中碼,bcode,4710958593443
"軟式頸扥 丰Foam Cervical collar, L size",bcode,4710958593467
"軟式頸扥 丰Foam Cervical collar, medium size",bcode,000106
透氣乒乓球約束手套,bcode,000199
通粉（500g）,bcode,4897012640821
速登大豆卵磷脂,bcode,
野菜糙米粥(10入),bcode,4711601970925
陳年香柚茶,bcode,4713327001686
陳年醋,bcode,4715351601108
陳年薄荷油,bcode,
雀巢Compleat Chicken (雞味) 250ml ($375/箱/24 罐),bcode,000047
雀巢天源素Compleat237ml（CHICKEN),bcode,
雀巢糖愈適,bcode,
雪之戀和風和風大福-黑糖,bcode,4712905016074
雪之戀和風芝麻大幅,bcode,4712905016043
雪之戀和風紅豆大幅,bcode,4712905016050
雪之戀原味蛋卷,bcode,4713072172815
雪花霜—滋潤乾燥皮膚,bcode,000078
雪花霜—滋潤乾燥皮膚100ml,bcode,9314839010477
雪花霜—滋潤乾燥皮膚Q.V.Cream -250g,bcode,9314839010460
雪花霜—滋潤乾燥皮膚Q.V.Cream -500g,bcode,9314839010453
雪蓮子麵筋,bcode,
麥芽糖,bcode,6901007037027
麥芽糖餅,bcode,
麥麩蘇打餅 400g,bcode,4710879003199
麥蘆卡13+蜂蜜喉糖(原味),bcode,
麥蘆卡13+蜂蜜喉糖(薑及紫錐花味),bcode,
麥蘆卡13+蜂蜜喉糖(檸檬蜂蜜味),bcode,
麻油當歸細麵(8入),bcode,
麻油腐乳130g,bcode,4710783001137
麻油腐乳-300g,bcode,
麻辣包,bcode,
麻鑽農坊牛蒡片300g,bcode,4712417852351
傘餅,bcode,4711202220252
喂食用奶樽接駁喉,bcode,
喂食用奶樽駁喉,bcode,
喜馬拉雅山岩鹽150g,bcode,
單色4X7日28格藥盒,bcode,AD5620
壺底豆鼓,bcode,
惠氏倍力加,bcode,300089266022
提子椰果汁,bcode,8801105906592
換購禮品（10元）,bcode,
換購禮品（15元）,bcode,
換購禮品（20元）,bcode,
換購禮品（5元）,bcode,
晶冰糖1公斤,bcode,
智能響鬧提示藥盒,bcode,000088
智能響鬧提示藥盒(買10送1),bcode,000089
朝天辣椒王,bcode,4710783063050
植物活力液,bcode,4891094972023
植物燕麥奶,bcode,
減壓坐墊,bcode,
無花果月餅（獨立裝）,bcode,
無花果乾,bcode,4713282763230
無背鋁質浴椅,bcode,000104
無背鋁質浴椅(可調較高度),bcode,
無患子多用途清潔液,bcode,
無患子洗髮乳,bcode,
無患子蜂膠潔牙液,bcode,
無菌不織布紗布片,bcode,
無菌厚墊敷料,bcode,
無菌敷料包,bcode,
無鉛皮蛋,bcode,
無糖小紅莓養生餅120g,bcode,4897014725854
無糖杏仁養生餅120g,bcode,4897014725847
無糖南瓜子養生餅,bcode,4897014725830
無糖納豆紅菊餅,bcode,9555118727208
無糖蕎麥梳打餅,bcode,4897043099599
無糖蕎麥蘇打餅（獨立包裝）,bcode,
無糖螺旋藻梳打餅,bcode,4897043099582
無糖螺旋藻蘇打餅（獨立包裝）,bcode,
猴頭菇餅,bcode,4897043099247
琦家山藥玉米濃湯盒裝,bcode,4713327297577
琦家山藥卷盒裝,bcode,4713327184013
琦家山藥益力素,bcode,4713327161625
琦家山藥養生濃湯盒裝,bcode,4713327273632
琦家山藥養生燕麥粉盒裝,bcode,4713327246445
琦家山藥養生薏仁粉400g,bcode,4713327124095
琦家山藥養生薏仁粉盒裝,bcode,4713327183993
番薯餅,bcode,9557615846598
番薯餅（獨立包裝2包裝）,bcode,00048
短扶手，座寬41CM 座高47CM,bcode,000205
筒裝蘋果乾 50g,bcode,6928740700124
粟米棒（芝士）,bcode,8994075260532
粟米棒（原味）,bcode,8994075260488
紫米黑芝麻球,bcode,4710728202230
紫花紋,bcode,000097
紫無花果月餅（原味）,bcode,4897030020018
紫菜,bcode,
紫薯酵母（10小包）,bcode,4710960912270
紫薯酵母（獨立小包）,bcode,4710960762271
腎怡康Renilon4.0(24/箱）,bcode,8712405554558
菊花茶,bcode,4710696930982
菜脯餅,bcode,4712052011885
菠蘿乾,bcode,
華潤堂九製陳皮喉糖,bcode,722302000422
華潤堂牛蒡茶5克X15包,bcode,611900001380
華潤堂加拿大花旗蔘片80克,bcode,602101020251
華潤堂半枝蓮蛇舌草精454g,bcode,622310002434
華潤堂竹鹽潤喉糖,bcode,722302000484
華潤堂杞子180克,bcode,604601000058
華潤堂昆侖雪菊1.5克X25包,bcode,611900001414
華潤堂胎菊,bcode,609201009159
華潤堂夏枯草精454g,bcode,622310002417
華潤堂夏桑菊沖劑10gX10袋,bcode,6922195932444
華潤堂雪耳球200g,bcode,620611000035
華潤堂黑苦蕎麥茶3克X25包,bcode,611100000800
華潤堂精選龍眼肉300g,bcode,604701000041
華潤堂蜜煉枇杷糖,bcode,6920760006668
華潤堂蟲草花（粗條）100g,bcode,620610000162
超大葡萄乾,bcode,4719859746873
超勁特靈平安膏,bcode,833679000053
越南有機椰青水,bcode,8938507849155
越南有機椰青水1000ml,bcode,8938507849179
越南香米,bcode,
越南香米（試食裝）500g,bcode,
越南香米500g,bcode,
開水喉換扶手器,bcode,9314839000934
開瓶器,bcode,000053
開瓶器,bcode,4973430015752
黃金地瓜糙米（8小包）,bcode,4710960911129
黃金地瓜糙米（獨立小包）,bcode,4710960761120
黃金百杏茶（獨立包裝）,bcode,4713282760994
黃金蕎麥五穀棒（亞麻籽）,bcode,4713435204016
黃金蕎麥五穀棒（南瓜）,bcode,4713435203996
黃金蕎麥五穀棒（海苔）,bcode,4713435204009
黃金蕎麥茶,bcode,4715409960287
黃金韃靼面白鳳豆拌面（260g）,bcode,4715409960737
黃金韃靼香菇拌面（260g）,bcode,4715409960751
黑五穀豆漿（12小包）,bcode,4710960912188
黑五穀豆漿（獨立小包）,bcode,4710960762189
黑木耳玉露,bcode,4711863783592
黑木耳乾,bcode,
黑谷粉,bcode,
黑豆粉,bcode,
黑豆粉ORGANIC,bcode,2717162128166
黑豆黑芝麻奶粉,bcode,4712067896576
黑豆轂粉,bcode,4710960911198
黑豆轂粉（獨立小包）,bcode,4710960761199
黑芝麻粉,bcode,4710425200393
黑芝麻粉,bcode,4710960882047
黑芝麻脆片,bcode,4710944890266
黑芝麻粒,bcode,
黑芝麻軟糖,bcode,4712967085469
黑芝麻糕（原味）,bcode,4713435201268
黑芝麻糕（黑豆）,bcode,4713435201282
黑芝麻糙米燕麥,bcode,4710960762264
黑芝麻糙米燕麥（12小包）,bcode,4710960912263
黑芝麻醬,bcode,4710425200164
黑金剛花生,bcode,4716779890020
黑金剛花生,bcode,4530566001112
黑架黑布大轆輪椅,bcode,
黑糖冬瓜茶,bcode,
黑糖冬瓜茶,bcode,4715302710927
黑糖四物轉,bcode,4712774113836
黑糖老薑茶（18包）,bcode,4710960778074
黑糖老薑茶（獨立小包）,bcode,4710960768075
黑糖沙琪瑪(無蛋),bcode,4711202221693
黑糖果凍,bcode,2716301200053
黑糖苦瓜茶,bcode,4715302710965
黑糖梅,bcode,4719684369889
黑糖陳皮檸檬,bcode,
黑轂精華,bcode,4891690000625
傳話器 Kam Personal Talker Model PT-1,bcode,PT-1
傾斜式鋁質沐浴便廁椅,bcode,
圓片牛蒡茶,bcode,
圓形坐墊,bcode,RT14210
塑膠植物盆栽,bcode,
奧地利有機果汁（紅菜頭）,bcode,4897048860293
奧地利有機果汁（紅菜頭+蘋果）,bcode,4897048860316
奧地利有機果汁（紅蘿蔔）,bcode,4897048860309
意大利幼意大利粉,bcode,8007255060058
意大利尖通粉,bcode,8007255060980
意大利有機牛肝菌蕃茄醬,bcode,8021115290232
意大利有機黃金葡萄乾250g,bcode,
意大利有機葡萄乾,bcode,8003144016793
意大利有機辣椒蕃茄醬,bcode,8021115290348
意大利有機羅勒蕃茄醬,bcode,8021115290218
意大利長通粉,bcode,8007255130980
意大利粉,bcode,8007255130065
意大利粉（500g）,bcode,8007255060331
意大利葡萄籽油（1000ML)贈品,bcode,8005305900385
意大利螺絲粉（500g）,bcode,8007255060850
愛心小熊肥皂（禮盒裝）,bcode,
愛素寶ISOCAL(237ml）,bcode,
慈善福袋,bcode,
新竹米粉300克,bcode,
新竹米粉600g,bcode,4710766228810
椰子油organic,bcode,4806506175084
椰子油手作香皂（薄荷茶）,bcode,8857121775544
椰子油手作香皂（薰衣草/綠茶蜜糖）,bcode,
椰子油手作香皂-香茅味,bcode,8857121775551
椰子油手作香皂-原味,bcode,8857121775803
椰子花蜜漿-禮盒裝-30gX3,bcode,
椰子酥150g,bcode,4718018350234
椰子醬,bcode,
椰奶,bcode,8938507849254
源和貴級油膏,bcode,
溫和潔膚潤露 1L,bcode,9314839008450
溫和潔膚潤露 Q.V.Gentle Wash 250ml,bcode,9314839005060
溫和潔膚潤露 Q.V.Gentle Wash 500ml,bcode,9314839004810
滅蟲貼,bcode,
瑞特血糖測試片,bcode,4710627330140
瑞特血糖測試片,bcode,4710627332151
瑞特血糖測試片25片（Rightest GS100),bcode,000067
瑞特血糖測試片50片（Rightest GS300),bcode,000064
瑞特血糖儀監測系統 (Rightest GM100),bcode,000063
瑞特血糖儀監測系統 (Rightest GM100),bcode,000066
瑞特採血針100支/盒,bcode,000065
碎花紋,bcode,000095
義式腰果鹹醬,bcode,
聖誕文具組合A1,bcode,
聖誕文具組合A2,bcode,
聖誕裝飾系列-文具1,bcode,
聖誕裝飾系列-文具2,bcode,
聖誕裝飾系列-木製聖誕樹,bcode,
聖誕裝飾系列-聖誕卡,bcode,
聖誕樹(木製),bcode,
腰果核桃粉,bcode,4712067896569
腰果核桃粉400g,bcode,4897014722846
腰果粉,bcode,
腰果鹹醬夾心酥,bcode,4710531201109
腳部鍛鍊單車,bcode,
腳部鍛鍊單車,bcode,
腳跟修護膏 100g,bcode,000081
腳跟修護膏 50g,bcode,9314839003264
葡萄柚軟糖,bcode,
葡萄醋,bcode,SUN5024
葡萄糖胺燕麥奶,bcode,
蜂花粉,bcode,
蜂蜜果凍條,bcode,4713327138320
蜂蜜青草喉糖,bcode,
蜂膠枇杷潤喉糖,bcode,4713435206348
補能素（箱）,bcode,9556001125489
補能素Polycal(400G),bcode,8712400748209
運動襪,bcode,
電子血壓計,bcode,000059
電子血壓計（手腕型）,bcode,000060
電子血壓計（手腕型）,bcode,5060006580321
電子血壓計（手臂型）,bcode,5060006580376
電飯煲（愛心卡訂購貨品）,bcode,
電話擴音器喇叭,bcode,000051
電療止痛機配件,bcode,RT00004A
嘉頓芝麻梳打餅,bcode,089782016386
嘉頓威化（小包裝）,bcode,
嘉頓時時食（小包裝）,bcode,
壽司醋,bcode,
壽星公面線,bcode,087303857388
壽桃牌全蛋面,bcode,087303857272
壽桃牌江門米粉,bcode,4894338002012
壽桃牌長壽盒裝麵線,bcode,
壽桃牌非油炸面6包裝,bcode,087303866311
壽桃牌洛神花茶55g,bcode,087303865970
壽桃牌蝦子麵,bcode,087303857265
壽桃牌鮑魚面（12個裝）,bcode,087303858415
壽桃黑豆茶55g,bcode,087303865635
寡糖餅乾 綜合穀片 108g,bcode,4715497210882
寡糖餅乾─南瓜子 108g,bcode,4712688799355
寡糖餅乾─蔓越莓 108g,bcode,4715497210875
寡糖餅乾-胚芽蕎麥 108g,bcode,4712688799362
實用手機,bcode,356168020360280
摺合式助行架,bcode,
碳之語炊飯碳,bcode,6930502422205
福字禮品袋（細）,bcode,
福袋包裝費用,bcode,
福蔘寶（陳年柚子蔘）,bcode,4713072500786
精美心型圖案福袋,bcode,
精美索繩袋（細）,bcode,
精美環保袋,bcode,
精美環保袋（A4),bcode,
精美禮物袋（中）,bcode,
精美禮物籃連包裝彩帶（S),bcode,
精美禮品袋（大）,bcode,
精選淮山250g,bcode,604201000045
精釀蜂蜜醋（600ml）,bcode,4710783059169
綜合水果軟糖,bcode,4712967083397
綜合海藻,bcode,4713318880962
綜合堅果（袋）,bcode,4713282766828
綜合濃湯(以上4款湯，每款2包),bcode,
綠豆,bcode,9314839000910
綠茶薏仁糊,bcode,
綠茶麵線,bcode,
綠話梅肉,bcode,4710372950730
綠糧莊有機牛肝菌,bcode,6935953593177
綠糧莊有機冬菇,bcode,6935953593047
綠糧莊有機冬菇(大)120g,bcode,6935953593030
綠糧莊有機冬菇片,bcode,6935953593016
綠糧莊有機冬菇片（大）,bcode,6935953593009
綠糧莊有機全麥烏冬,bcode,4896953591612
綠糧莊有機花菇(大),bcode,6935953593108
綠糧莊有機烏冬,bcode,4896953591629
綠糧莊有機童花菇,bcode,6935953593115
綠糧莊有機黑木耳,bcode,6935953593405
綠糧莊有機蕎麥麵,bcode,4896953591681
綠糧莊有機糙米烏冬,bcode,4896953591636
綠糧莊有機麵全盒裝,bcode,4896953591858
維他Q版朱古力奶125ml,bcode,
維他奶,bcode,4891028164395
維他純蒸餾水,bcode,4891028165040
維他菊花茶,bcode,4891028164449
維達10卷,bcode,
維諾金裝鈣骨補,bcode,
臺灣中興米（試食贈品）,bcode,
臺灣府城擔仔面,bcode,4714250009220
臺灣香米（1KG),bcode,
臺灣臺南關廟面,bcode,4714250009237
蒜蓉,bcode,
蒜蓉朝天辣椒110g,bcode,4710783063067
輕按式7格藥盒,bcode,4891690000604
輕按式7格藥盒(N),bcode,4891690000604N
輕烘焙8珍堅果（袋裝）,bcode,4713282763216
辣豆瓣醬,bcode,4710125010261
辣味梅子醬 (微辣）,bcode,
遠年陳皮3兩/包,bcode,4895158005580
遠年陳皮4兩裝,bcode,
"遠紅外線足踝護套 Multi-Ceramic Ankle Support, Extra Large Si",bcode,000112
"遠紅外線足踝護套 Multi-Ceramic Ankle Support, Large Size",bcode,000110
"遠紅外線足踝護套 Multi-Ceramic Ankle Support, Medium Size",bcode,000111
遠紅外線枕巾,bcode,
遠紅外線護腕,bcode,
"遠紅外線護膝 Multi-Ceramic Knee Support, Large Size",bcode,4710958593733
"遠紅外線護膝 Multi-Ceramic Knee Support, Medium Size",bcode,4710958593726
"遠紅外線護膝 Multi-Ceramic Knee Support, Small Size",bcode,000108
"遠紅外線護膝 Multi-Ceramic Knee Support, X Large Size",bcode,4710958593740
酸辣麵,bcode,4710589440604
銀耳,bcode,6933556810066
銅鑼杭菊,bcode,
鳳梨水果軟糖,bcode,4712967083243
鳳梨軟糖,bcode,4712967082765
鳳梨酥,bcode,4711402035038
鳳梨酥 (鴻福),bcode,4711202222218
鳳梨酥禮盒,bcode,4711202223376
